time (s),X (m),Y (m),Z (m),phi (rad),theta (rad),psi (rad),v_x (m/s),v_y (m/s),v_z (m/s),phi_dot (rad/s),theta_dot (rad/s),psi_dot (rad/s)
1.4500000000000002,1.712025030067297e-12,1.7120249656723461e-12,-9.261512493050663,-9.309018985446094e-12,9.3090201231858e-12,8.421207988366852e-20,4.639005936027484e-12,4.639005580060557e-12,-12.774499991480667,-1.2044183531667633e-11,1.2044185200283352e-11,1.5170402261110174e-19
1.475,1.830940739185205e-12,1.83094066553115e-12,-9.583628117836627,-9.61219701319286e-12,9.612198192931214e-12,8.806352089755751e-20,4.875514043484816e-12,4.875513658548136e-12,-12.994749991396587,-1.2210058688072017e-11,1.2210060379350675e-11,1.5641815681095467e-19
1.5,1.955864325922709e-12,1.955864242272053e-12,-9.911249992620524,-9.919504315130275e-12,9.919505538785173e-12,9.203380361039168e-20,5.119653351075321e-12,5.119652936100496e-12,-13.214999991315167,-1.2374525466921871e-11,1.2374527288963412e-11,1.6121159208003118e-19
1.5250000000000001,2.0869878570328e-12,2.0869877626205116e-12,-10.244378117402418,-1.023090568940895e-11,1.0230906960469413e-11,9.612478161021775e-20,5.371526652107143e-12,5.37152620595345e-12,-13.435249991236441,-1.2537584475368643e-11,1.2537586445777486e-11,1.6607848385516956e-19
1.55,2.2245059581027558e-12,2.22450585213425e-12,-10.58301249218238,-1.0546365950294731e-11,1.0546367270741573e-11,1.003384502354985e-19,5.631235860066257e-12,5.631235381516462e-12,-13.655499991160445,-1.2699236395491404e-11,1.2699238375996348e-11,1.7102211326131012e-19
1.5750000000000002,2.3686157915626314e-12,2.368615673212544e-12,-10.927153116960476,-1.0865849925613928e-11,1.0865851295636677e-11,1.0467665979971903e-19,5.898882008945998e-12,5.8988814967627165e-12,-13.875749991087213,-1.2859481630042223e-11,1.2859483615611529e-11,1.7604155241501258e-19
1.6,2.5195170347021465e-12,2.519516903114035e-12,-11.276799991736777,-1.1189322452978603e-11,1.1189323874715134e-11,1.091412333746308e-19,6.174565253582642e-12,6.174564706508029e-12,-14.095999991016784,-1.3018320559129307e-11,1.3018322710664492e-11,1.8113483992407664e-19
1.625,2.6774118576960442e-12,2.6774117119810966e-12,-11.631953116511351,-1.1516748385288954e-11,1.1516749861317096e-11,1.137341195539548e-19,6.45838486999744e-12,6.4583842866997345e-12,-14.31624999094919,-1.3175754025700881e-11,1.3175756217496653e-11,1.863031711147221e-19
1.6500000000000001,2.8425049016379938e-12,2.8425047408736e-12,-11.992612491284273,-1.184809259181141e-11,1.1848094122823462e-11,1.184579906371396e-19,6.7504392557448364e-12,6.750438634856658e-12,-14.536499990884472,-1.3331782496095991e-11,1.3331784703013348e-11,1.9154595386164262e-19
1.675,3.015003256583423e-12,3.0150030798126254e-12,-12.358778116055612,-1.218331995524054e-11,1.218332154092313e-11,1.233129747604398e-19,7.050825930267682e-12,7.050825270415316e-12,-14.75674999082267,-1.3486406578234122e-11,1.3486408744960376e-11,1.9686002059800292e-19
1.7000000000000002,3.195116439601179e-12,3.1951162458329315e-12,-12.730449990825441,-1.2522395373199224e-11,1.2522397011887703e-11,1.2830170059140727e-19,7.359641535258836e-12,7.359640835093487e-12,-14.976999990763819,-1.3639626858462769e-11,1.3639628932201049e-11,2.022454566028223e-19
1.725,3.3830563728343925e-12,3.3830561610446195e-12,-13.10762811559384,-1.2865283758928933e-11,1.2865285446852908e-11,1.3342562358156763e-19,7.67698183503017e-12,7.67698109326764e-12,-15.197249990707963,-1.37914439999135e-11,1.3791445865015116e-11,2.0770238567046488e-19
1.75,3.579037361570671e-12,3.57903713070451e-12,-13.490312490360878,-1.3211950038781691e-11,1.3211951772108059e-11,1.3868718608609305e-19,8.002941716888288e-12,8.002940932351266e-12,-15.41749999065514,-1.3941858388310664e-11,1.3941860155396496e-11,2.1322979557248243e-19
1.7750000000000001,3.783276072321632e-12,3.783275821295593e-12,-13.878503115126636,-1.3562359149311504e-11,1.3562360929392188e-11,1.4408786392805313e-19,8.337615191518103e-12,8.337614363070302e-12,-15.637749990605395,-1.4090870454073816e-11,1.4090872427337259e-11,2.1883165814780207e-19
1.8,3.9959915109123624e-12,3.995991238613707e-12,-14.272199989891186,-1.3916476046849801e-11,1.3916477876199637e-11,1.496304550661278e-19,8.681095393373374e-12,8.681094519803335e-12,-15.857999990558769,-1.4238481348989817e-11,1.4238483317258691e-11,2.244971897435801e-19
1.8250000000000002,4.217405000580533e-12,4.217404705865852e-12,-14.671403114654613,-1.4274265709043937e-11,1.4274267586092885e-11,1.553146167741747e-19,9.033474581075454e-12,9.033473661164922e-12,-16.078249990515303,-1.4384691626537001e-11,1.4384693474198393e-11,2.302429696475131e-19
1.85,4.44774016008572e-12,4.447739841781942e-12,-15.076112489416992,-1.463569312794998e-11,1.4635695049022565e-11,1.61143093193994e-19,9.394844137819881e-12,9.394843170419359e-12,-16.298499990475047,-1.4529501885950596e-11,1.4529503560172635e-11,2.3604277600951563e-19
1.875,4.687222881828789e-12,4.687222538735377e-12,-15.486328114178407,-1.5000723311180678e-11,1.5000725271657408e-11,1.6711752567455012e-19,9.765294571790892e-12,9.765293555856246e-12,-16.518749990438042,-1.4672912772500963e-11,1.4672914250618692e-11,2.4191936566178952e-19
1.9000000000000001,4.936081309982035e-12,4.936080940873664e-12,-15.902049988938938,-1.5369321279446152e-11,1.5369323277724777e-11,1.7323953576992086e-19,1.0144915516584765e-11,1.0144914451164478e-11,-16.738999990404338,-1.48149246887387e-11,1.4814926234769767e-11,2.4784868896794877e-19
1.925,5.194545818629779e-12,5.194545422257392e-12,-16.323278113698667,-1.5741452072151527e-11,1.5741454108358038e-11,1.7951038248948918e-19,1.0533795731641292e-11,1.0533794615782039e-11,-16.959249990373976,-1.4955538727694995e-11,1.495554021589068e-11,2.5382636456297134e-19
1.9500000000000002,5.4628489899199865e-12,5.462848565010864e-12,-16.750012488457678,-1.611708074938832e-11,1.611708282245436e-11,1.8593163007974353e-19,1.0932023102684566e-11,1.0932021935452873e-11,-17.17949999034701,-1.5094755451244635e-11,1.5094756911817657e-11,2.5988072553484973e-19
1.975,5.741225592226901e-12,5.741225137485173e-12,-17.18225311321606,-1.649617238466549e-11,1.6496174497043288e-11,1.9250491704896027e-19,1.1339684642172578e-11,1.1339683422629233e-11,-17.39974999032349,-1.5232575370931467e-11,1.523257705529686e-11,2.6598939721978075e-19
2.0,6.029912558325205e-12,6.02991207243024e-12,-17.619999987973898,-1.6878692070536785e-11,1.6878694227663918e-11,1.992316651406385e-19,1.1756866489756225e-11,1.1756865216849701e-11,-17.619999990303462,-1.536899949877142e-11,1.5369001394352573e-11,2.721641403284818e-19
2.025,6.329148963575682e-12,6.32914844517893e-12,-18.063253112731278,-1.7264604925053445e-11,1.726460712875457e-11,2.061136632341426e-19,1.218365391274822e-11,1.2183652585322222e-11,-17.84024999028698,-1.5504028862565147e-11,1.550403069290062e-11,2.784031177111897e-19
2.0500000000000003,6.63917600412257e-12,6.639175451846748e-12,-18.512012487488295,-1.7653876085346505e-11,1.7653878334052148e-11,2.1315309276495605e-19,1.2620131306601327e-11,1.2620129923511244e-11,-18.060499990274096,-1.5637663960879533e-11,1.5637665730908525e-11,2.846935025116736e-19
2.075,6.960236975103307e-12,6.9602363875428815e-12,-18.966278112245032,-1.804647070483217e-11,1.8046472997003207e-11,2.20349658451398e-19,1.306638219539741e-11,1.306638075553694e-11,-18.280749990264866,-1.5769905597970394e-11,1.5769907305178276e-11,2.910297087585321e-19
2.1,7.292577248870512e-12,7.292576624592677e-12,-19.426049987001583,-1.8442353955268236e-11,1.844235629118834e-11,2.2770532626579512e-19,1.3522489232346405e-11,1.3522487734632973e-11,-18.50099999025934,-1.5900754436916e-11,1.5900756229633573e-11,2.9742944835123957e-19
2.125,7.636444253226353e-12,7.636443590770875e-12,-19.891328111758046,-1.8841491028824476e-11,1.884149341075707e-11,2.352216362129403e-19,1.3988534200296682e-11,1.3988532643608478e-11,-18.721249990257583,-1.6030211447584322e-11,1.6030213335868192e-11,3.03882826964027e-19
2.15,7.992087449670127e-12,7.992086747548186e-12,-20.362112486514512,-1.9243847143370234e-11,1.9243849570876188e-11,2.42899912559946e-19,1.446459801225592e-11,1.4464596395436236e-11,-18.941499990259647,-1.615827771608155e-11,1.6158279473663026e-11,3.1038686738535097e-19
2.1750000000000003,8.359758311658894e-12,8.359757568353233e-12,-20.838403111271077,-1.964938753693376e-11,1.9649390008191054e-11,2.507414164003657e-19,1.4950760711923602e-11,1.4950759033861688e-11,-19.16174999026559,-1.6284953768998412e-11,1.6284955511524786e-11,3.169406076719128e-19
2.2,8.739710302881475e-12,8.73970951684736e-12,-21.32019998602784,-2.005807746578843e-11,2.005807998130066e-11,2.58747466482441e-19,1.5447101474235656e-11,1.5447099733834878e-11,-19.381999990275478,-1.6410240539376025e-11,1.6410242337241195e-11,3.2354290034348424e-19
2.225,9.13219885554633e-12,9.132198025211548e-12,-21.807503110784904,-2.0469882214621682e-11,2.046988477124691e-11,2.669190567835342e-19,1.595369860592033e-11,1.5953696802094546e-11,-19.60224999028937,-1.6534139367285393e-11,1.653414085845991e-11,3.301916466293161e-19
2.25,9.537481348683447e-12,9.537480472450042e-12,-22.30031248554236,-2.0884767086605347e-11,2.088476968201873e-11,2.7525740725968036e-19,1.6470629546067537e-11,1.6470627677839954e-11,-19.82249999030733,-1.665665039140676e-11,1.6656652003286108e-11,3.368860639888568e-19
2.275,9.955817086460659e-12,9.955816162705986e-12,-22.798628110300317,-2.1302697401526413e-11,2.130270004107112e-11,2.8376369485032925e-19,1.699797086671033e-11,1.6997968933053898e-11,-20.042749990329416,-1.6777774802276932e-11,1.677777672090494e-11,3.4362374297268897e-19
2.3000000000000003,1.0387467276514582e-11,1.038746630358839e-11,-23.30244998505888,-2.1723638510023898e-11,2.172364119986031e-11,2.9243899881501797e-19,1.753579827341994e-11,1.7535796273147758e-11,-20.262999990355702,-1.6897513877526928e-11,1.68975159822257e-11,3.5040333486847847e-19
2.325,1.083269500829661e-11,1.08326939845175e-11,-23.811778109818157,-2.2147555791752247e-11,2.214755853439499e-11,3.0128423992166144e-19,1.8084186605914377e-11,1.808418453772865e-11,-20.483249990386255,-1.7015868660742492e-11,1.7015870780553078e-11,3.572230039148573e-19
2.35,1.129176523143451e-11,1.1291764155088071e-11,-24.32661248457825,-2.2574414650355694e-11,2.257441744580544e-11,3.103004585531536e-19,1.8643209838681148e-11,1.8643207701259783e-11,-20.703499990421147,-1.7132840027529664e-11,1.7132842132282978e-11,3.640812534218072e-19
2.375,1.1764944734109434e-11,1.1764943603448248e-11,-24.84695310933927,-2.3004180511666198e-11,2.3004183360929264e-11,3.1948858956488745e-19,1.9212941081614436e-11,1.921293887363017e-11,-20.923749990460443,-1.7248428877308445e-11,1.724843107762392e-11,3.709761902209744e-19
2.4000000000000004,1.2252502121449184e-11,1.2252500934692073e-11,-25.37279998410133,-2.3436818826759562e-11,2.3436821732916472e-11,3.2884971383829805e-19,1.979345258066729e-11,1.9793450300738887e-11,-21.14399999050422,-1.736263633016338e-11,1.7362638681350858e-11,3.7790649161034644e-19
