time (s),X (m),Y (m),Z (m),phi (rad),theta (rad),psi (rad),v_x (m/s),v_y (m/s),v_z (m/s),phi_dot (rad/s),theta_dot (rad/s),psi_dot (rad/s)
0.25,1.6016650531702197e-15,1.601665339456343e-15,-0.2753124997600369,-3.0516980493277393e-13,3.051697646772887e-13,1.5534402833885846e-21,2.555355426206765e-14,2.5553558240352418e-14,-2.2024999981045874,-2.417819423273028e-12,2.4178191872106352e-12,1.2839249122013358e-20
0.275,2.3423186682505463e-15,2.3423190672825824e-15,-0.3331281247103855,-3.6853951865425696e-13,3.6853947067477967e-13,1.8925025905989594e-21,3.396277668168906e-14,3.396278175526213e-14,-2.4227499979232996,-2.651757674446189e-12,2.6517572925914942e-12,1.4287638057946836e-20
0.30000000000000004,3.313614265979329e-15,3.3136148077477813e-15,-0.3964499996562214,-4.3773986989701985e-13,4.3773981409997006e-13,2.2682614105410364e-21,4.4029207322784906e-14,4.4029213700701445e-14,-2.642999997743572,-2.8842704249738917e-12,2.88427018142554e-12,1.577521157044349e-20
0.325,4.558800424777726e-15,4.558801143923106e-15,-0.4652781245975838,-5.127352267588555e-13,5.127351675760489e-13,2.682276533859429e-21,5.589816756923133e-14,5.589817539557989e-14,-2.8632499975654184,-3.1153581239695392e-12,3.1153580966625753e-12,1.7305835608053433e-20
0.35000000000000003,6.124747624837829e-15,6.1247485581495156e-15,-0.5396124995345122,-5.934899686065584e-13,5.934899098413471e-13,3.1345176337457348e-21,6.971408820432253e-14,6.97140975095111e-14,-3.0834999973888553,-3.345021223843095e-12,3.3450212845625723e-12,1.88759772982334e-20
0.375,8.061925985030512e-15,8.061927169191485e-15,-0.6194531244670467,-6.799684833622547e-13,6.799684258325329e-13,3.626584079869727e-21,8.562050956483672e-14,8.562052032242782e-14,-3.3037499972138984,-3.573259956612556e-12,3.573259994732438e-12,2.0491956994556018e-20
0.4,1.0424383003688683e-14,1.0424384474656964e-14,-0.7047999993952274,-7.721351631572455e-13,7.721351067694224e-13,4.159637178306979e-21,1.0376008169720926e-13,1.0376009387943338e-13,-3.523999997040563,-3.800074426986671e-12,3.800074480218987e-12,2.215523905636421e-20
0.42500000000000004,1.3269721303324083e-14,1.3269723096470957e-14,-0.7956531243190952,-8.69954408032459e-13,8.699543502417149e-13,4.734883420568026e-21,1.242745645158489e-13,1.2427457811377445e-13,-3.7442499968688665,-4.025465163030084e-12,4.025464997564261e-12,2.3867650801058825e-20
0.45,1.665907637932849e-14,1.6659078530775888e-14,-0.8920124992386914,-9.733906196159389e-13,9.73390560297279e-13,5.353575384329607e-21,1.4730482796365278e-13,1.473048430361534e-13,-3.964499996698824,-4.249431763648436e-12,4.249431806880656e-12,2.563074475738844e-20
0.47500000000000003,2.06570943527152e-14,2.0657096899348337e-14,-0.9938781241540573,-1.0824082048270692e-12,1.0824081475323588e-12,6.016999791189894e-21,1.729908521747452e-13,1.7299086870866313e-13,-4.184749996530454,-4.471975053242147e-12,4.471975171925698e-12,2.744657788962975e-20
0.5,2.5331909726957925e-14,2.533191270455842e-14,-1.1012499990652351,-1.1969715840137165e-12,1.1969715291836327e-12,6.726496555095557e-21,2.014717276395145e-13,2.0147174557269727e-13,-4.404999996363772,-4.693095281689451e-12,4.693095360176303e-12,2.931653691427993e-20
0.525,3.0755123148984334e-14,3.075512659170136e-14,-1.2141281239722672,-1.3170451793870553e-12,1.3170451292221604e-12,7.483444782254714e-21,2.3288565537196267e-13,2.328856746286223e-13,-4.625249996198796,-4.912792348177854e-12,4.912792642905744e-12,3.124295092107355e-20
0.55,3.7001779174383075e-14,3.7001783113355053e-14,-1.3325124988751966,-1.4425934199571554e-12,1.4425933784492872e-12,8.289265706611621e-21,2.6736994707944404e-13,2.673699674871368e-13,-4.845499996035543,-5.13106689742989e-12,5.131067295264137e-12,3.3226522109812223e-20
0.5750000000000001,4.4150344036885326e-14,4.41503484979564e-14,-1.4564031237740662,-1.573580745653387e-12,1.5735807145945645e-12,9.145415013391898e-21,3.0506102533483255e-13,3.0506104665143446e-13,-5.065749995874032,-5.347919158268829e-12,5.347919596358467e-12,3.526937352607295e-20
0.6000000000000001,5.22826834221789e-14,5.2282688424752374e-14,-1.5857999986689202,-1.7099716029933432e-12,1.7099715824157262e-12,1.0053398793271994e-20,3.460944237511543e-13,3.4609444571095214e-13,-5.285999995714281,-5.563349428926783e-12,5.563349829333769e-12,3.7373376745508815e-20
0.625,6.148404024612328e-14,6.148404580297258e-14,-1.7207031235598025,-1.8517304423879036e-12,1.8517304338006638e-12,1.1014758349016762e-20,3.906047871587641e-13,3.9060480949104765e-13,-5.506249995556306,-5.7773577226379315e-12,5.777358281461482e-12,3.953951130617216e-20
0.65,7.18430124374226e-14,7.184301855379113e-14,-1.861112498446758,-1.9988217222680457e-12,1.9988217278717485e-12,1.2031057250025487e-20,4.3872587178509564e-13,4.3872589415523564e-13,-5.726499995400129,-5.989944667773464e-12,5.989945244225629e-12,4.176865731808683e-20
0.675,8.345153072482845e-14,8.345153739709406e-14,-2.0070281233298317,-2.1512099091912344e-12,2.151209931092211e-12,1.3103901565726632e-20,4.905905454370615e-13,4.905905674708621e-13,-5.946749995245768,-6.201110286082143e-12,6.201111013411483e-12,4.406340601893253e-20
0.7000000000000001,9.640483642893423e-14,9.640484364337735e-14,-2.1584499982090692,-2.308859478767237e-12,2.3088595173748e-12,1.4234933683521445e-20,5.463307876861328e-13,5.463308089570015e-13,-6.166999995093241,-6.410855279997758e-12,6.41085588919547e-12,4.642371582627322e-20
0.7250000000000001,1.1080145925863009e-13,1.1080146699109467e-13,-2.3153781230845167,-2.471734912563596e-12,2.471734968192791e-12,1.5425793463399442e-20,6.0607769005618e-13,6.060777101561002e-13,-6.387249994942568,-6.61917942371109e-12,6.619180176243978e-12,4.884980727406356e-20
0.75,1.267431951122917e-13,1.2674320332786166e-13,-2.477812497956221,-2.6398006974019627e-12,2.639800772693383e-12,1.6678169502655977e-20,6.699614562141214e-13,6.699614746805764e-13,-6.60749999479377,-6.82608336335812e-12,6.826084183802872e-12,5.134491067197979e-20
0.775,1.443350838837705e-13,1.4433509253542983e-13,-2.6457531228242286,-2.813021333927508e-12,2.8130214278134445e-12,1.799378566688115e-20,7.3811140216344e-13,7.381114185066613e-13,-6.827749994646866,-7.031567558686064e-12,7.0315682258024204e-12,5.390923650073319e-20
0.8,1.636853872732538e-13,1.6368539630230905e-13,-2.819199997688588,-2.9913613258852487e-12,2.991361438397942e-12,1.9374401089368152e-20,8.106559564406389e-13,8.106559702114286e-13,-7.047999994501876,-7.235631797935807e-12,7.235632620957175e-12,5.654513971838513e-20
0.8250000000000001,1.849055666030789e-13,1.849055759390949e-13,-2.998153122549347,-3.174785184263545e-12,3.1747853173207292e-12,2.0821778907372314e-20,8.877226603146984e-13,8.877226710151197e-13,-7.268249994358824,-7.438276872325612e-12,7.438277692865645e-12,5.925022716076288e-20
0.8500000000000001,2.0811026063857317e-13,2.0811027019836252e-13,-3.182612497406554,-3.3632574318484715e-12,3.3632575856081254e-12,2.233807803459549e-20,9.694381679895576e-13,9.694381751049006e-13,-7.488499994217728,-7.639502934478186e-12,7.639503770125768e-12,6.202802299138531e-20
0.875,2.3341726341398375e-13,2.334172731013035e-13,-3.372578122260258,-3.5567425957141175e-12,3.5567427725651644e-12,2.392437573337618e-20,1.0559282468097883e-12,1.055928249800967e-12,-7.708749994078611,-7.839310174772172e-12,7.839311186436731e-12,6.488109165821578e-20
0.9,2.6094750206360417e-13,2.609475117676921e-13,-3.5680499971105095,-3.755205211781617e-12,3.755205415904473e-12,2.5582870232468818e-20,1.1473177774694095e-12,1.1473177757059283e-12,-7.928999993941495,-8.03769911064319e-12,8.037700280708777e-12,6.780387499246651e-20
0.925,2.9082501465815605e-13,2.9082502425135817e-13,-3.769028121957358,-3.958609829383288e-12,3.958610061878206e-12,2.731541520866698e-20,1.2437307542240047e-12,1.24373074699833e-12,-8.149249993806402,-8.234670297488322e-12,8.234671397190257e-12,7.080473176428921e-20
0.9500000000000001,3.2317692804650507e-13,3.2317693738342983e-13,-3.9755124968008553,-4.166921003350841e-12,4.166921265412774e-12,2.912389775372888e-20,1.3452902851061405e-12,1.3452902717063057e-12,-8.369499993673355,-8.430223619917039e-12,8.43022488558139e-12,7.38793928793459e-20
0.9750000000000001,3.581334357028287e-13,3.5813344461947464e-13,-4.187503121641052,-4.38010329497155e-12,4.38010359024684e-12,3.1010167038869045e-20,1.4521185921442597e-12,1.4521185717833673e-12,-8.589749993542375,-8.624359709735914e-12,8.624361101140636e-12,7.702767368738675e-20
1.0,3.958277755792731e-13,3.958277838908808e-13,-4.404999996478,-4.598121276968048e-12,4.59812160907159e-12,3.29761223609044e-20,1.5643370115850022e-12,1.564336983389433e-12,-8.809999993413488,-8.817078849984878e-12,8.817080404839533e-12,8.025438869486875e-20
1.0250000000000001,4.3639620796422365e-13,4.363962154631216e-13,-4.628003121311752,-4.820939533234326e-12,4.8209399036754145e-12,3.502367639809942e-20,1.682065994119138e-12,1.682065957138523e-12,-9.030249993286718,-9.008381651317095e-12,9.008383163468189e-12,8.35557510475916e-20
1.05,4.799779933462753e-13,4.7997799980089e-13,-4.856512496142362,-5.048522655777104e-12,5.048523065090912e-12,3.715497974443442e-20,1.8054251051111267e-12,1.8054250583869638e-12,-9.250499993162087,-9.198268152101777e-12,9.198269749767035e-12,8.693535294674952e-20
1.075,5.267153702839882e-13,5.267153754382653e-13,-5.090528120969884,-5.280835241660988e-12,5.2808356937452555e-12,3.93715136706552e-20,1.934533024832427e-12,1.9345329673514393e-12,-9.470749993039622,-9.386738718610853e-12,9.38674054257732e-12,9.03933148419364e-20
1.1,5.767535332815065e-13,5.767535368527004e-13,-5.330049995794371,-5.517841901616475e-12,5.51784239961463e-12,4.1675257617507917e-20,2.0695075486985936e-12,2.0695074793416964e-12,-9.690999992919348,-9.5737940778316e-12,9.573795926968786e-12,9.393004635391046e-20
1.125,6.302406106701762e-13,6.302406123469101e-13,-5.5750781206158795,-5.7595072565832134e-12,5.759507802381616e-12,4.406862097011767e-20,2.210465587510337e-12,2.210465505111277e-12,-9.911249992801288,-9.759434319511976e-12,9.759436294385216e-12,9.754514743552942e-20
1.1500000000000001,6.873276424962213e-13,6.873276419373542e-13,-5.825612495434464,-6.005795938279909e-12,6.0057965315964e-12,4.6553334198615265e-20,2.3575231676984845e-12,2.3575230710514384e-12,-10.131499992685471,-9.943660216220656e-12,9.943662042799515e-12,1.0123822708315246e-19
1.175,7.481685584146095e-13,7.481685552492704e-13,-6.081653120250182,-6.256672585754979e-12,6.256673226841925e-12,4.913144522219826e-20,2.510795431573148e-12,2.5107953195034356e-12,-10.351749992571923,-1.0126471581785625e-11,1.0126473576844166e-11,1.0500907901911918e-19
1.2000000000000002,8.129201555891744e-13,8.129201494166977e-13,-6.343199995063088,-6.512101849986812e-12,6.5121025379023405e-12,5.180472616798086e-20,2.670396637576972e-12,2.670396508880561e-12,-10.57199999246067,-1.0307869556760942e-11,1.0307871307989205e-11,1.0885981396384381e-19
1.225,8.817420765991625e-13,8.817420669898053e-13,-6.610253119873244,-6.772048394873367e-12,6.772049124935789e-12,5.457527473031158e-20,2.83644016054269e-12,2.8364400141132005e-12,-10.79224999235174,-1.0487854034158652e-11,1.0487855654688449e-11,1.1278981711069126e-19
1.25,9.547967873522377e-13,9.547967738496386e-13,-6.882812494680705,-7.036476885749695e-12,7.036477658651362e-12,5.744506051422162e-20,3.009038491955108e-12,3.0090383267466413e-12,-11.01249999224516,-1.0666425235949623e-11,1.0666427042558119e-11,1.167996585599714e-19
1.2750000000000001,1.0322495550041033e-12,1.0322495371250403e-12,-7.160878119485532,-7.305352002454042e-12,7.305352820489966e-12,6.041606959339685e-20,3.1883032402174894e-12,3.1883030551204728e-12,-11.23274999214096,-1.0843584100398594e-11,1.0843585904529968e-11,1.2088758490739475e-19
1.3,1.1142684258848483e-12,1.1142684031180526e-12,-7.444449994287783,-7.578638440738339e-12,7.578639302809507e-12,6.349027319673864e-20,3.3743451309225846e-12,3.374344924818011e-12,-11.452999992039167,-1.1019330962344631e-11,1.1019332681032358e-11,1.2505531844457668e-19
1.3250000000000002,1.2010242034321077e-12,1.2010241752387972e-12,-7.733528119087521,-7.856300904004387e-12,7.856301809074601e-12,6.666964126967165e-20,3.5672740071284328e-12,3.5672737789328506e-12,-11.67324999193981,-1.1193666098939537e-11,1.1193667820174308e-11,1.2930081414743917e-19
1.35,1.2926904261312091e-12,1.2926903919455599e-12,-8.028112493884805,-8.138304103906642e-12,8.138305054050806e-12,6.995592048671298e-20,3.767198829638711e-12,3.767198578259505e-12,-11.893499991842923,-1.1366589893239926e-11,1.1366591777923285e-11,1.3362334774069702e-19
1.375,1.3894433454623631e-12,1.3894433046903335e-12,-8.328203118679697,-8.424612765799063e-12,8.424613764003558e-12,7.335143722391568e-20,3.974227677288342e-12,3.974227401556668e-12,-12.113749991748533,-1.1538103058157095e-11,1.153810501829742e-11,1.3802474216199534e-19
1.4000000000000001,1.4914619038550624e-12,1.4914618558726932e-12,-8.633799993472262,-8.715191630164795e-12,8.715192676901812e-12,7.68579868999066e-20,4.188467747233956e-12,4.188467445936417e-12,-12.333999991656672,-1.1708206091097623e-11,1.1708208013565197e-11,1.425060356090834e-19
1.425,1.5989277126497995e-12,1.5989276568029137e-12,-8.944903118262562,-9.010005448801911e-12,9.010006542626805e-12,8.047754602224987e-20,4.410025355249551e-12,4.410025027188686e-12,-12.554249991567373,-1.1876899399867963e-11,1.187690124443601e-11,1.4706558461963834e-19
